Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram (GB);Memory;Gpu;OpSys;Weight;Price_euros;Total Sales per Day (euros)
Asus;FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;1187;4748
Lenovo;Thinkpad P50;Notebook;15,6;4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro M2000M;Windows 7;2,5;2370;4740
MSI;GT80S 6QE;Gaming;17,3;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4,5;2349;4698
Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,42;2330;4660
Dell;Latitude 5580;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Nvidia GeForce 930MX;Windows 10;1,93;1537,39;4612,17
Toshiba;Tecra X40-D-10G;Notebook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,25;1535;4605
LG;Gram 15Z975;Ultrabook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,09;2299;4598
Lenovo;ThinkPad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,7;2299;4598
Acer;Predator G9-793;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4,2;2299;4598
Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4,3;2299;4598
HP;EliteBook 820;Ultrabook;12,5;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,26;2296,95;4593,9
Lenovo;Thinkpad T560;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2,3;1529;4587
Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel 2560x1440;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,13;2282;4564
Dell;Inspiron 7570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2,16;1130,33;4521,32
Dell;XPS 15;Notebook;15,6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Nvidia GeForce 960M;Windows 10;2,04;2250,68;4501,36
Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,05;1499;4497
Asus;ZenBook Flip;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows 10;1,1;1499;4497
Dell;XPS 13;Ultrabook;13,3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,29;1499;4497
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;13,3;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1,3;1499;4497
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;13,3;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1,3;1499;4497
Asus;ZenBook UX430UN;Ultrabook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Nvidia GeForce MX150;Windows 10;1,3;1495;4485
MSI;GS63VR 7RG;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  2TB HDD;Nvidia GeForce GTX 1070;Windows 10;1,8;2241,5;4483
Dell;XPS 13;Ultrabook;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1,29;2240;4480
Asus;VivoBook S15;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,7;1118;4472
Toshiba;Tecra Z40-C-12Z;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,47;1490;4470
HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,43;2229;4458
HP;ZBook 15;Workstation;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows 7;2,59;2229;4458
Toshiba;Portege X30-D-10K;Ultrabook;13,3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,05;2226;4452
Lenovo;Thinkpad T470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,58;1480;4440
Google;Pixelbook (Core;Ultrabook;12,3;Touchscreen 2400x1600;Intel Core i7 7Y75 1.3GHz;16;512GB SSD;Intel HD Graphics 615;Chrome OS;1,1;2199;4398
MSI;Laptop MSI;Gaming;17,3;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4,14;2199;4398
Lenovo;Thinkpad X260;Ultrabook;12,5;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 10;1,3;1099;4396
Asus;Pro P2540UA-XS51;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,37;1099;4396
Lenovo;ThinkPad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,65;1465;4395
Lenovo;Thinkpad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;180GB SSD;Intel HD Graphics 520;Windows 10;1,7;1096;4384
Toshiba;Portege Z30-C-1CW;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,2;1460;4380
Asus;ZenBook UX410UA-GV183T;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2;1094;4376
HP;EliteBook 850;Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,88;2171,72;4343,44
Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,87;859;4295
Lenovo;ThinkPad L460;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,9;1072;4288
Dell;Precision 5520;Workstation;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;8;256GB SSD;Nvidia Quadro M1200;Windows 10;2;2135;4270
Acer;Spin 5;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,5;847;4235
MSI;GP72MVR 7RFX;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,7;1409;4227
Xiaomi;Mi Notebook;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD;Nvidia GeForce MX150;No OS;1,95;1399,95;4199,85
Lenovo;Thinkpad L560;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2,3;1049,6;4198,4
MSI;GE63VR 7RF;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2,8;2099;4198
Dell;XPS 13;Ultrabook;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,2;1399;4197
Lenovo;Yoga 900S-12ISK;Ultrabook;12,5;IPS Panel Touchscreen 2560x1440;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0,99;1399;4197
Asus;Zenbook UX430UA;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,25;1049;4196
Lenovo;Thinkpad P51;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;256GB SSD;Nvidia Quadro M2200M;Windows 10;2,67;2090;4180
Lenovo;ThinkPad T570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,95;1390;4170
Asus;Rog GL753VD-GC042T;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;1039;4156
Dell;XPS 13;Ultrabook;13,3;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1,23;1379;4137
HP;ZBook 17;Workstation;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M2200;Windows 10;3,14;2064,9;4129,8
Dell;Latitude 5580;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1,93;1369;4107
Dell;Alienware 15;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,21;2051;4102
Asus;Rog Strix;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,73;2049,9;4099,8
MSI;GS73VR 7RF;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,43;2048,9;4097,8
HP;Spectre Pro;2 in 1 Convertible;13,3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1,48;2041;4082
Apple;MacBook Pro;Ultrabook;13,3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8;512GB SSD;Intel Iris Plus Graphics 650;macOS;1,37;2040;4080
MSI;GE72MVR 7RG;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2,9;2029;4058
Dell;XPS 15;Notebook;15,6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,06;2027,42;4054,84
Dell;Inspiron 7577;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,65;1349;4047
MSI;GL72M 7REX;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,7;1348,48;4045,44
Acer;Aspire F5-573G-510L;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2,4;1009;4036
HP;EliteBook Folio;Ultrabook;12,5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0,97;2014;4028
Dell;XPS 13;2 in 1 Convertible;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8;512GB SSD;Intel HD Graphics 615;Windows 10;1,24;2013,1;4026,2
Microsoft;Surface Laptop;Ultrabook;13,5;Touchscreen 2256x1504;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10 S;1,252;1340;4020
HP;Elitebook 820;Ultrabook;12,5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,26;1335;4005
Asus;UX510UX-CN269T (i7-7500U/8GB/256GB;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2;1334;4002
Acer;Spin 5;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,6;999;3996
Lenovo;IdeaPad 320-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2,2;799;3995
HP;EliteBook x360;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1,28;1975;3950
Asus;ZenBook Flip;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,1;1315;3945
HP;Spectre Pro;Ultrabook;13,3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1,16;1969;3938
Asus;Rog GL752VW-T4308T;Gaming;17,3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3,52;1312,49;3937,47
Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2,3;787;3935
Lenovo;ThinkPad T570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,95;1962,99;3925,98
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,37;1950;3900
Dell;XPS 13;Ultrabook;13,3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,21;1949;3898
Asus;Rog Strix;Gaming;17,3;Full HD 1920x1080;AMD Ryzen 1700 3GHz;8;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows 10;3,2;1299;3897
Asus;ROG G703VI-E5062T;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4,7;3890;3890
Acer;Predator 17;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4,2;1935;3870
MSI;GS63VR 6RF;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1,8;1929;3858
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,64;1279,73;3839,19
Dell;Inspiron 5379;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1,62;1279;3837
HP;ZBook 17;Workstation;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;500GB HDD;Nvidia Quadro M1200;Windows 10;3,14;1907,99;3815,98
Lenovo;ThinkPad T470p;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1,96;1903;3806
Asus;Rog G752VT-GC073T;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4;1900;3800
Asus;Rog GL502VM-DS74;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,1;1899;3798
Dell;XPS 13;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1,24;1899;3798
Lenovo;IdeaPad 320-15ABR;Notebook;15,6;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;512GB SSD;AMD Radeon 530;Windows 10;2,2;949;3796
Asus;GL553VE-FY082T (i7-7700HQ/8GB/1TB;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,5;1265;3795
Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M m3 1.2GHz;8;256GB SSD;Intel HD Graphics 615;macOS;0,92;1262,4;3787,2
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,54;1887,21;3774,42
Toshiba;Tecra Z50-D-10E;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2;1258;3774
Asus;Zenbook 3;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,1;1873;3746
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 7;1,54;1870;3740
Xiaomi;Mi Notebook;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,28;935;3740
Dell;XPS 13;Ultrabook;13,3;Touchscreen / Quad HD+ 3200x1800;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1,2;1869;3738
Toshiba;Tecra X40-D-10H;Ultrabook;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,24;1865;3730
HP;ZBook 17;Workstation;17,3;1600x900;Intel Core i5 7440HQ 2.8GHz;8;500GB HDD;Nvidia Quadro M1200;Windows 10;3,14;1860,99;3721,98
Dell;Latitude 7280;Ultrabook;12,5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1,18;1859;3718
Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;12;256GB SSD;Intel HD Graphics 520;Windows 10;1,4;1858;3716
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13,9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1,37;1849;3698
Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,23;1849;3698
Dell;Inspiron 7577;Gaming;15,6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,65;1845;3690
Dell;Latitude 7390;Ultrabook;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,42;1841,85;3683,7
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2,2;1219,24;3657,72
Dell;XPS 15;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2;1820;3640
MSI;GT62VR 6RD;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,94;1819;3638
HP;ProBook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,95;1205;3615
Apple;MacBook Pro;Ultrabook;13,3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8;256GB SSD;Intel Iris Plus Graphics 650;macOS;1,37;1803,6;3607,2
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;15,6;1366x768;Intel Core i7 6500U 2.5GHz;4;500GB HDD;Nvidia GeForce 920M;Windows 10;2,2;720,32;3601,6
Asus;ROG G752VSK-GC493T;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4,3;1799;3598
Microsoft;Surface Laptop;Ultrabook;13,5;Touchscreen 2256x1504;Intel Core i7 7660U 2.5GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1,25;1799;3598
HP;Omen 15-ce006nv;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,62;1799;3598
Razer;Blade Stealth;Ultrabook;12,5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,29;1799;3598
Asus;Rog GL553VE-DS74;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,5;1799;3598
Dell;Inspiron 7779;2 in 1 Convertible;17,3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Nvidia GeForce 940MX;Windows 10;2,77;1799;3598
Xiaomi;Mi Notebook;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;1,95;1199;3597
HP;ProBook 650;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,31;1199;3597
Lenovo;ThinkPad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 7;1,7;1199;3597
Lenovo;Legion Y520-15IKBN;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,4;1199;3597
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,74;899;3596
Lenovo;Thinkpad X270;Ultrabook;12,5;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,36;1798;3596
Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;17,3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2,69;891;3564
Dell;Precision 3520;Workstation;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia Quadro M620;Windows 10;2,23;1778;3556
Asus;ROG Strix;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,73;1770;3540
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1,64;1179;3537
Dell;Latitude 5580;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,9;1179;3537
Toshiba;Tecra Z40-C-161;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Nvidia GeForce 930M;Windows 10;1,47;1764;3528
Dell;Precision 3520;Workstation;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia Quadro M620;Windows 10;2,06;1763;3526
Lenovo;ThinkPad X270;Ultrabook;12,5;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,36;1760;3520
Dell;Latitude E5270;Ultrabook;12,5;1366x768;Intel Core i3 6100U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;1,5;1166,97;3500,91
Lenovo;Legion Y720-15IKB;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,2;1749;3498
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;1TB SSD;Intel HD Graphics 620;Windows 10;1,48;1749;3498
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,38;1749;3498
Dell;XPS 15;Notebook;15,6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,06;1749;3498
