id,followers_count,wall_comments,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,verified,videos_count,audios_count,photos_count,gifts_count
438,330,1,2,1500,336,166,3146,47,851,0,589,1215,595,32
439,53,1,3,1719,482,31,0,5,727,0,123,0,26,0
440,33,1,3,1500,363,436,538,195,476,0,44,0,1067,0
441,44,1,4,699,184,78,450,159,261,0,7,20,330,4
442,0,1,5,700,13,23,0,662,38,0,182,760,6402,0
443,186,1,124,1200,345,289,130,37,744,0,260,662,563,57
444,120,1,16,6968,1379,232,892,1238,1265,0,2439,4457,2255,57
445,70,1,8,1500,1330,424,168,184,708,0,181,59,1864,24
446,59,1,3299,299,135,263,130,53,65,0,273,0,1091,0
447,647,1,17,600,5356,986,298,123,237,0,544,902,4735,0
448,42,1,1,2800,384,129,540,4,1632,0,120,49,34,14
449,263,1,9,800,160,536,284,40,372,0,120,0,1748,0
450,357,1,25,1000,499,39,686,40,681,0,1431,993,570,0
451,103,0,7,599,134,204,222,150,220,0,349,69,555,0
452,27,1,6,3199,98,22,0,65,585,0,21,0,104,0
453,540,1,21,1399,1974,8,1632,60,656,0,71,0,18,0
454,100,1,287,1244,180,898,742,532,4,0,201,0,2268,27
455,187,0,13,500,602,91,500,127,279,0,291,0,932,0
456,35,0,5,500,1435,13,0,45,337,0,219,0,513,0
457,1116,1,5,7965,2,205,0,213,631,0,10,0,1986,1
458,63,1,6,500,103,63,938,19,481,0,72,0,23,0
459,30,1,637,500,2064,33,414,24,225,0,1098,833,392,11
460,19,1,1231,700,98,12,396,20,388,0,22,71,705,9
461,19,1,125,1400,388,17,158,554,330,0,459,5,1912,7
462,8,1,439,200,260,39,0,30,27,0,2,1,178,4
463,34,1,13,2234,345,930,0,1,447,0,18,0,23,0
464,58,1,606,500,9,30,0,2,374,0,3,0,116,0
465,2,1,11,2300,72,12,680,26,1935,0,4,223,55,5
466,26,1,105,1000,15,61,296,62,669,0,102,58,9,4
467,10,1,88,2100,18,5,0,20,1569,0,97,709,121,0
468,1,1,3,964,39,177,0,52,574,0,0,1,18,0
469,8,1,6,505,664,18,260,184,321,0,293,0,453,0
470,26,1,1,385,954,31,0,327,58,0,143,358,691,23
471,898,1,30,4600,1874,158,744,25,732,0,250,715,626,0
472,1,1,4086,300,445,136,100,32,268,0,82,0,4,0
473,102,1,33,2211,156,71,0,31,399,0,132,295,673,0
474,346,1,20,12861,84,106,0,42,12782,0,311,38,774,40
475,264,1,9,600,3051,132,530,67,533,0,65,909,24,0
476,1676,1,1763,200,222,359,258,58,142,0,1326,0,5651,0
477,200,1,320,200,352,282,148,4,196,0,483,0,1413,0
478,242,1,232,4595,161,149,1566,32,2501,0,395,0,998,0
479,67,1,1,3412,45,405,0,156,226,0,620,785,1380,19
480,199,1,50,400,169,1226,1228,15,385,0,131,0,818,0
481,57,1,589,66,1257,121,50,9,53,0,477,808,77,0
482,437,1,13,500,442,271,1020,97,403,0,1257,0,359,0
483,776,1,8,2484,186,5709,890,304,90,0,203,0,3827,0
484,162,0,37,400,1052,105,476,24,376,0,43,0,304,0
485,158,1,14,2600,103,1834,2012,40,1883,0,157,29,95,2
486,1,1,101,1196,239,120,358,232,537,0,128,571,1074,5
487,633,1,25,1400,565,565,1050,47,836,0,208,93,430,25
488,21,1,9,1200,1831,105,342,49,771,0,10,235,3187,16
489,12,1,1,3600,491,10,0,56,2597,0,38,1158,130,0
490,75,1,388,500,668,270,590,162,188,0,1234,0,368,0
491,66,1,22,1800,968,148,1288,46,1073,0,3186,4817,353,7
492,52,1,62,500,189,192,2220,243,257,0,0,0,0,0
493,217,1,1,401,616,22,436,23,376,0,47,316,399,0
494,132,1,2,1753,346,56,522,22,369,0,112,0,63,0
495,332,1,8,4800,24,292,310,3202,182,0,60,0,8991,0
496,5,1,7,1664,4120,60,0,50,431,0,67,121,867,25
497,11,1,7,700,309,6,102,40,438,0,80,0,80,0
498,66,0,352,599,362,47,102,26,371,0,43,0,167,0
499,16,1,9,1000,3411,40,0,5,628,0,73,0,134,0
500,654,1,22,1299,2072,139,3092,108,684,0,695,0,245,68
501,148,1,6,799,162,104,554,48,454,0,326,135,1169,35
502,113,1,1,700,187,21,572,40,659,0,7,0,770,13
503,3,1,10,2000,32,22,0,105,1743,0,354,498,300,8
504,97,0,71,800,556,66,1224,11,326,0,1542,3701,209,0
505,8,1,3,410,199,45,0,61,349,0,10,3,74,1
506,541,1,72,10000,38,434,0,337,52,0,507,1179,4536,34
507,1199,1,1190,100,88,313,100,2,0,0,110,473,853,30
508,603,1,778,400,149,1312,356,182,64,0,2284,0,1254,0
509,1190,1,72,607,2730,348,2338,68,539,0,103,0,1861,0
510,78,1,6,1000,1161,321,150,226,453,0,391,0,1156,0
511,86,1,750,799,905,339,426,111,525,0,1171,0,1264,0
512,71,1,5,500,213,144,76,13,416,0,61,0,233,0
513,408,1,39,600,131,537,606,72,420,0,4656,1044,1407,0
514,421,1,15,4535,101,732,756,112,658,0,1141,0,680,0
515,693,1,1,2146,492,88,0,125,514,0,698,0,795,0
516,58,1,125,3400,849,29,1106,1282,202,0,407,0,23,0
517,15,1,1,525,121,58,176,25,476,0,58,285,49,0
518,17,1,166,1244,39,114,156,72,425,0,82,0,325,0
519,126,0,7,1700,230,155,340,457,795,0,99,0,1552,0
520,0,1,130,900,2560,1003,756,52,422,0,1276,2503,1232,0
521,40,1,121,3800,529,144,436,132,2364,0,412,1381,1704,0
522,177,1,8,600,434,20,0,270,109,0,23,0,1361,0
523,73,1,70,8008,5445,100,0,220,584,0,605,227,3389,27
524,21,1,3952,346,5,26,0,21,12,0,224,0,437,7
525,164,1,51,2700,234,152,2458,79,1696,0,131,0,474,0
526,225,1,7,600,1360,309,970,46,355,0,247,127,549,84
527,123,1,37,800,877,75,192,41,610,0,365,281,1007,0
528,29,1,27,1500,400,41,0,50,1450,0,301,0,794,0
529,11,1,1,1200,979,3,0,44,1156,0,378,0,159,0
530,796,1,26,899,244,216,1128,82,561,0,1045,0,1499,0
531,79,1,36,4491,1205,62,0,420,45,0,97,490,89,0
532,113,1,103,400,570,54,0,49,351,0,1570,0,81,0
533,6,1,3,600,18,15,0,0,596,0,0,6,3,0
534,15,0,32,6100,1330,15,0,45,5568,0,520,0,430,0
535,470,1,33,6601,580,97,826,226,318,0,169,0,1100,57
536,84,1,167,24800,39,16,0,2896,936,0,0,0,0,0
537,379,1,7,11600,135,4,0,70,6270,0,4592,2122,1396,804
538,82,1,78,10500,23,92,52,288,8588,0,7,0,382,0
539,6,1,1,500,147,15,0,30,470,0,2,0,2,0
540,35,1,6,700,1296,7,0,17,499,0,216,0,96,0
541,196,1,5,799,3751,1,616,10,494,0,1140,2333,18,0
542,138,0,17,1300,10314,2,0,296,690,0,0,0,308,0
543,40,1,1357,600,252,3,764,75,270,0,198,407,3797,7
544,14,1,815,200,78,81,0,42,36,0,39,0,21,0
545,0,1,69,2136,984,45,0,123,969,0,97,289,57,20
546,53,1,5,1018,94,9,146,88,779,0,1,1,295,3
547,302,1,16,800,405,619,194,320,220,0,606,0,1158,0
548,1679,1,28,400,1317,554,168,47,353,0,232,0,1650,50
549,93,1,1173,81,6,211,0,17,0,0,138,80,494,22
550,102,1,2085,100,28,207,76,7,8,0,3,0,11,0
551,439,1,305,2589,126,100,0,82,145,0,362,513,447,25
552,584,0,3,400,1018,125,2732,36,362,0,945,1698,1606,53
553,661,1,41,1899,906,232,608,26,1269,0,105,56,77,19
554,107,1,2044,500,40,179,42,76,138,0,117,0,1507,0
555,84,1,396,800,577,119,122,0,565,0,68,0,21,0
556,124,1,91,4000,756,88,818,230,2202,0,1848,0,11018,0
557,132,1,523,100,177,37,126,60,8,0,46,0,9,3
558,151,1,283,4193,381,155,362,1946,261,0,3155,0,2483,0
559,13,1,529,3663,387,25,78,132,1021,0,146,378,63,27
560,136,1,66,14400,7000,313,678,176,8805,0,597,263,943,20
561,166,1,6,800,175,5,0,312,312,0,489,238,2142,9
562,167,1,725,199,203,130,68,13,88,0,155,0,1084,0
563,529,1,1,1299,453,379,984,21,913,0,1021,76,664,13
564,155,1,11,7000,3,197,912,197,4935,0,34,0,33,8
565,193,1,107,700,85,132,140,59,416,0,225,0,396,0
566,757,1,16,700,267,75,498,395,54,0,724,0,5372,0
567,33,1,56,1464,334,21,112,32,280,0,140,237,328,16
568,85,1,8,854,328,39,388,31,729,0,289,0,737,0
569,330,1,3,5557,267,12,0,52,348,0,158,435,1278,31
570,5,1,18,500,877,83,142,305,195,0,3,0,8,39
571,3810,1,9,1600,20,3236,3032,461,582,0,107,45,3207,51
572,75,1,147,500,155,28,0,256,98,0,200,0,2387,0
573,119,0,219,500,222,38,662,337,51,0,137,0,326,0
574,13,1,1,550,109,63,0,66,397,0,3,0,4,0
575,1290,1,5,10530,363,413,0,321,390,0,395,0,5614,159
576,214,1,122,1000,635,8,0,63,607,0,220,0,220,97
577,1280,1,236,4822,61,553,780,189,629,0,90,0,686,12
578,229,1,108,643,173,92,0,177,465,0,782,0,303,132
579,296,0,60,600,247,77,328,6,350,0,60,0,136,0
580,20,1,2,700,790,22,0,121,294,0,513,0,1590,0
581,67,1,52,10900,1361,22,0,418,8650,0,88,0,176,0
582,9,1,250,400,887,6,198,202,44,0,162,93,1683,7
583,115,1,2,1161,1748,39,0,47,321,0,1423,1577,207,70
584,9,1,114,1261,916,7,0,168,1078,0,24,52,136,0
585,16,1,6,818,244,6,0,175,639,0,1,0,66,16
586,0,1,107,700,719,9,518,433,42,0,47,0,195,0
587,45,1,13,4979,545,27,168,411,2830,0,5,0,281,0
588,48,1,1,602,520,30,0,389,81,0,183,965,156,7
589,11,1,6,2462,661,22,328,13,2449,0,5,264,23,11
590,67,1,59,378,209,43,118,183,193,0,15,269,309,11
591,5,1,10,470,164,177,352,466,4,0,115,0,191,0
592,8,1,4224,44,159,8,20,30,14,0,0,0,0,0
593,31,1,6,837,258,6,1182,465,372,0,2,16,460,2
594,1805,0,512,703,1462,139,282,53,304,0,310,0,4,0
595,330,1,2359,301,234,249,30,14,110,0,10,0,21,0
596,60,1,41,798,766,164,216,12,568,0,38,0,27,0
597,585,1,41,3445,23,787,244,223,280,0,76,56,3324,0
598,106,1,2321,25707,9246,42,0,1127,2209,0,426,88,17826,34
599,164,1,1802,2124,13,11,0,34,9,0,109,524,1611,14
600,93,1,13,1342,20,76,0,7,512,0,454,0,115,0
601,345,1,30,799,404,180,370,204,286,0,311,390,1748,80
602,20,1,6,499,234,87,146,2,497,0,58,0,428,0
603,52,1,3365,200,69,103,130,9,62,0,145,0,49,0
604,46,1,1623,200,4662,40,136,44,32,0,131,517,527,0
605,210,1,517,200,66,189,216,39,161,0,175,0,386,8
606,64,1,26,3780,279,142,0,28,1213,0,415,190,433,13
607,726,1,51,500,186,423,364,20,479,0,145,0,878,0
608,898,1,3,1100,1763,3890,590,12,1088,0,1719,0,29,0
609,455,1,9823,200,930,184,52,45,29,0,1005,919,792,342
610,12,1,279,1582,132,35,110,52,1202,0,1,456,7,19
611,25,0,4,800,164,17,0,4,426,0,98,144,940,0
612,265,1,7,1700,457,883,340,185,899,0,2808,0,4663,171
613,236,1,2,800,24,55,0,20,450,0,1807,0,10,0
614,29,1,12,2400,161,89,92,9,1404,0,8,19,946,0
615,156,1,2,500,2302,32,0,28,391,0,110,0,114,0
616,54,1,1,1715,594,52,0,11,366,0,6,0,54,0
617,0,0,2,1052,53,16,0,141,899,0,82,512,1688,0
618,121,1,19,499,190,35,264,6,363,0,1,0,28,8
619,252,1,4,500,315,61,346,40,327,0,275,38,239,100
620,222,1,7,800,6983,97,466,31,467,0,111,42,161,12
621,2669,1,1,1738,4,1727,0,1375,144,0,154,258,11698,56
622,67,1,15,799,249,37,1104,38,460,0,74,0,325,23
623,332,1,10,600,772,87,1072,252,135,0,397,0,446,49
624,102,1,2,636,157,46,736,13,623,0,5,0,3,0
625,334,0,1,3700,421,18,5462,146,3554,0,4582,0,77,0
626,190,1,1,700,80,46,434,26,477,0,71,203,1075,0
627,358,1,6,12600,2698,4,0,20,6069,0,1674,0,10119,155
628,0,1,42,8100,1453,26,0,67,4147,0,1047,3544,654,59
629,3,1,4,2175,1286,14,0,34,1953,0,6,8,81,6
630,51,1,4,2500,561,10,604,24,1317,0,19,0,236,0
631,0,1,22393,99,75,6,0,61,16,0,24,0,887,0
632,52,1,86,24959,776,20,874,762,21483,0,0,0,0,0
633,18,1,3,800,51,26,1050,50,532,0,69,404,55,0
634,36,1,14,900,741,6,538,134,391,0,125,0,222,0
635,39,1,773,200,742,29,96,89,2,0,65,0,1294,0
636,4,1,94,1400,326,227,2696,109,234,0,423,0,1733,19
637,44,1,89,2299,439,26,500,69,1699,0,6,0,68,0
638,90,1,78,1499,85,67,1052,253,782,0,380,90,54,2
639,0,1,74,2900,345,49,508,134,1207,0,16,0,306,0
640,0,1,4,2777,1169,26,0,6,943,0,7,69,25,26
641,109,1,79,600,1038,36,312,96,302,0,57,80,552,0
642,159,1,6,1499,449,51,558,107,560,0,54,0,500,32
643,161,1,1,400,84,14,358,5,395,0,0,0,0,0
644,37,0,16,767,140,45,208,240,235,0,0,0,134,0
645,1,1,21,31694,148,29,614,1644,30050,0,389,3,455,9
646,1084,1,4887,47,35,141,0,0,9,0,2,0,5,0
647,1300,1,25,500,67,504,122,121,379,0,70,687,1004,104
648,404,1,77,2000,586,75,528,32,968,0,3731,60,132,0
649,35,1,48,1000,911,81,162,48,720,0,61,0,239,0
650,46,1,283,800,94,178,82,53,352,0,32,0,104,0
651,233,1,3,398,35,390,278,323,63,0,12,0,1219,24
652,22,1,63,1300,275,930,426,60,496,0,1090,1586,745,21
653,403,1,22,400,849,386,470,49,351,0,445,0,712,0
654,132,1,6,2348,907,60,38,7,2322,0,163,186,886,4
655,42,1,470,500,256,130,142,7,332,0,1171,955,10,0
656,56,1,358,500,499,119,144,303,9,0,118,1632,2009,0
657,1092,1,31,1316,222,836,180,276,165,0,35,181,1818,10
658,79,1,2,400,78,168,276,165,235,0,377,0,660,0
659,841,1,9,1000,189,432,460,13,667,0,80,178,1115,22
660,84,1,402,700,94,230,244,86,400,0,223,26,448,2
661,36,1,8,3706,142,169,0,50,354,0,378,0,1094,0
662,347,1,15,2000,1441,187,698,73,1127,0,168,0,356,0
663,45,1,2,800,52,57,0,51,567,0,41,0,1428,0
664,353,1,1,4339,7,116,0,23,386,0,1133,171,1489,17
665,371,1,1,1799,116,1017,5006,591,521,0,892,519,1484,110
666,256,1,18,821,525,118,0,106,386,0,404,438,2159,0
667,100,1,102,14178,434,45,0,69,613,0,292,125,1196,137
668,33,1,17,8522,287,208,0,35,529,0,317,316,158,40
669,63,1,1,1300,41,157,114,406,347,0,24,53,10,0
670,122,1,15,6779,916,30,2278,88,1099,0,1294,0,1531,0
671,2,0,1245,100,112,2,134,2,68,0,144,0,86,0
672,114,1,41,1699,320,5,1938,229,871,0,835,2310,148,4
673,521,1,41,500,1862,1,0,16,484,0,20,0,433,0
674,486,1,90,1100,597,115,4362,90,450,0,998,0,2322,206
675,11,1,9,2500,101,19,2596,370,1863,0,1459,46,177,94
676,58,1,4,1600,139,19,0,31,1018,0,40,413,78,11
677,39,1,1,2099,1864,10,0,0,1388,0,8,294,3,23
678,2,1,2,46167,267,151,0,321,5677,0,1973,874,3846,40
679,27,1,124,7700,862,12,950,416,5104,0,419,0,5172,1
680,90,1,17,598,1446,50,432,78,288,0,819,0,123,0
681,217,1,1,1800,148,17,0,77,407,0,1167,0,17,31
682,6,1,6,582,259,41,36,24,471,0,17,40,55,8
683,32,0,6,1100,434,28,568,48,895,0,42,0,83,0
684,3,1,1,380,9,8,0,98,273,0,1,0,250,0
685,0,1,1,1177,348,20,0,70,1098,0,0,0,5,13
686,69,1,25,10781,192,14,0,49,6918,0,574,427,61,5
687,794,1,47,7493,724,608,0,120,305,0,1225,0,2115,0
688,986,1,16,999,474,580,984,63,849,0,216,0,1118,0
689,393,1,25,1500,813,243,0,159,680,0,384,1340,1278,89
690,519,0,582,499,2549,182,92,406,69,0,856,0,688,0
691,229,1,436,6200,90,863,122,77,384,0,349,390,2743,60
692,75,1,84,1530,3,270,276,11,504,0,6,7,266,6
693,213,1,873,100,71,422,2846,8,1,0,35,322,8,6
694,3880,0,40,600,606,534,442,78,522,0,274,0,1173,0
695,485,1,680,1800,273,173,272,1012,289,0,392,598,720,45
696,305,0,28,600,288,764,192,50,313,0,282,0,273,0
697,463,1,34,800,1541,180,9974,61,606,0,21,0,18,0
698,73,1,1,1199,543,353,392,12,1176,0,59,0,282,0
699,683,1,696,300,201,472,2280,60,125,0,730,588,621,0
700,127,1,18,600,302,348,318,24,424,0,199,0,355,64
701,28,0,8,700,1094,85,30,18,374,0,2,18,551,3
702,2310,1,191,300,610,251,208,27,273,0,189,0,231,0
703,41,1,239,500,702,112,224,9,491,0,183,0,144,0
704,36,1,26,527,55,182,0,245,154,0,137,520,1573,19
705,61,1,31,600,1499,441,390,8,488,0,825,714,465,12
706,64,1,1,4330,16,196,0,779,56,0,58,3,5175,0
707,72,1,2,2144,512,35,0,19,484,0,17,0,466,10
708,303,1,5,700,34,109,176,163,250,0,207,0,101,0
709,10,1,6,800,174,5,108,26,674,0,288,0,34,0
710,9,1,249,600,149,18,170,64,536,0,97,0,3,0
711,39,1,46,1199,182,59,0,41,1028,0,474,0,88,16
712,19,1,8,5600,510,3,442,22,3139,0,27,1014,41,4
713,4,1,16,600,264,50,594,8,476,0,12,2,15,0
714,125,1,501,100,100,35,212,8,18,0,57,0,101,0
715,53,1,223,498,33,29,228,14,408,0,54,0,37,0
716,50,1,3,700,75,23,874,12,421,0,8,87,84,9
717,42,1,1726,500,1137,48,0,203,46,0,38,505,281,0
718,35,1,17,5200,742,4,186,194,3450,0,64,266,256,0
719,149,1,58,800,1145,50,520,212,588,0,51,0,201,0
720,0,1,24,2110,2,9,66,6,2104,0,0,0,1,0
721,8,1,7,366,41,8,34,50,316,0,4,83,36,0
722,37,1,31,2950,357,15,414,129,2821,0,17,0,123,0
723,34,1,25,942,139,28,0,246,696,0,24,48,425,1
724,2,1,24,700,342,545,72,36,384,0,195,0,172,0
725,65,1,2357,9391,1697,36,72,72,1011,0,122,308,640,0
726,85,1,105,1061,1028,92,220,474,296,0,227,0,14,0
727,107,1,97,10334,876,224,0,46,2189,0,94,18,2276,12
728,540,1,221,8273,70,1144,546,186,1734,0,529,0,850,0
729,10,1,32,1200,492,1063,414,280,651,0,586,0,2225,7
730,270,0,167,1700,797,188,376,2,1248,0,1076,335,14,0
731,128,1,43,399,361,85,322,146,207,0,23,9,448,0
732,36,1,194,400,906,110,112,22,249,0,297,0,6509,0
733,97,1,33,820,348,209,132,86,254,0,126,487,902,30
734,195,1,107,1000,503,19,0,934,66,0,418,0,5790,157
735,122,1,1558,800,296,632,304,201,240,0,1014,0,1647,0
736,243,1,34,1800,3053,2902,1292,98,1074,0,3009,0,1617,0
737,205,1,1366,200,179,275,86,125,75,0,563,0,3757,0
738,100,1,9,39218,115,174,0,563,10813,0,82,14,121,27
739,78,0,20,1200,135,36,504,158,296,0,458,0,329,0
740,80,1,61,800,132,215,212,164,408,0,180,331,1810,12
741,24,1,1,400,125,499,552,224,176,0,462,0,63,0
742,409,1,1,1400,85,250,1024,28,561,0,4226,0,1110,0
743,29,1,1,600,918,120,0,15,584,0,967,0,99,0
744,365,1,15,3472,209,344,466,138,227,0,147,189,545,0
745,122,1,87,1500,28,161,270,58,861,0,64,0,808,0
746,1261,1,1,4084,23,3354,0,40,615,0,39,6,1168,30
747,209,1,5,1500,430,31,1110,38,1105,0,1370,0,184,0
748,364,1,1556,300,767,276,582,141,71,0,886,0,917,0
749,97,1,73,400,656,15,252,51,349,0,155,0,232,0
750,53,0,31,500,131,12,736,35,360,0,60,0,451,0
751,180,1,259,299,6077,88,986,6,228,0,193,566,1680,18
752,117,1,4,400,156,21,1088,1,399,0,46,0,259,0
753,171,1,65,1000,333,58,1370,178,537,0,80,1946,533,33
754,0,1,24,2900,31,22,942,730,1298,0,1452,91,39,0
755,1600,0,930,2199,674,8,0,27,931,0,10,326,545,0
756,40,1,4,394,147,24,0,15,360,0,82,0,36,0
757,37,1,41,11900,56,38,518,19,9312,0,39,55,123,21
758,67,1,108,4800,504,24,110,589,2717,0,60,0,5094,0
759,6,1,1,900,338,16,434,16,594,0,39,0,128,0
760,14,1,37,717,3,64,342,344,16,0,27,0,801,23
761,64,1,143,499,143,14,372,284,23,0,97,0,779,0
762,12,1,1272,385,97,6,142,164,137,0,4,92,262,5
763,132,1,594,100,261,161,192,3,7,0,9,0,203,0
764,96,1,1679,600,84,205,30,66,350,0,161,0,481,0
765,54,1,51,401,105,84,80,118,283,0,331,0,82,0
766,152,1,169,1757,31,240,0,232,46,0,92,225,4913,22
767,468,1,497,3958,708,1795,354,677,18,0,13,0,9799,0
768,174,1,2,5676,11,1187,0,277,191,0,226,0,4810,21
769,105,1,616,700,1361,325,240,43,410,0,314,3323,370,0
770,78,1,587,500,59,225,216,268,3,0,457,376,2578,59
771,241,1,50,400,11626,190,1426,14,386,0,2538,833,316,0
772,26,1,8,1837,1362,25,0,18,856,0,243,0,211,0
773,181,1,6,1100,329,1036,504,105,697,0,352,922,1048,34
774,151,1,89,699,146,31,0,192,188,0,320,0,1057,0
775,131,1,235,2859,91,342,0,38,543,0,147,153,833,17
776,40,1,62,1736,175,78,204,158,839,0,235,1976,5767,0
777,159,1,1925,100,90,588,224,16,55,0,96,455,1135,22
778,417,1,40,600,1294,148,420,69,303,0,36,0,509,18
779,283,1,125,700,230,109,498,41,659,0,2589,0,99,0
780,68,1,6,3442,180,1235,0,340,57,0,751,0,1367,0
781,209,1,359,299,89,104,586,19,159,0,220,347,1239,121
782,55,1,93,2199,231,157,566,1253,214,0,223,262,9961,7
783,310,1,47,1100,1000,457,996,10,588,0,1168,0,25,0
784,403,0,618,113,7,233,0,7,0,0,1010,241,335,11
785,949,1,1,4727,95,3391,1882,125,288,0,3092,0,250,72
786,97,1,37,5300,1669,31,0,131,2805,0,3,168,406,0
787,52,1,103,2300,1185,622,518,112,1507,0,1291,0,628,0
788,105,1,2,400,170,175,70,17,383,0,24,25,195,0
789,58,1,415,440,180,13,0,10,103,0,36,0,1,0
790,232,1,3,700,125,7,0,66,344,0,329,420,5811,37
791,33,1,436,2542,506,61,0,107,458,0,276,232,320,6
792,70,1,13,400,572,79,846,87,313,0,1042,461,2345,250
793,369,1,16,5300,497,115,0,37,3359,0,1781,0,469,94
794,488,1,58,800,1161,130,344,55,544,0,810,0,957,0
795,31,1,6,2976,30,34,0,37,353,0,868,770,622,111
796,234,1,4,3928,695,72,472,978,671,0,11,21,3164,38
797,197,0,305,370,359,39,748,60,310,0,551,0,486,0
798,14,1,1,600,28,19,4686,76,498,0,5,4,16,1
799,13,1,2,1100,347,12,0,40,841,0,7,22,245,2
800,3,1,62,590,101,5,0,48,488,0,4,15,43,1
801,136,1,11,1400,263,24,1380,93,796,0,1384,1240,2057,22
802,126,1,12,2001,50,11,0,50,404,0,16,0,57,0
803,22,1,34,999,68,47,290,79,643,0,158,0,1284,0
804,35,1,99,800,43,11,0,8,304,0,105,0,38,0
805,30,1,41,1090,141,23,4366,10,692,0,0,0,35,7
806,2,1,551,1500,699,14,172,35,958,0,47,0,83,0
807,15,1,8,1071,295,3,0,16,581,0,2,0,46,7
808,19,1,53,800,82,22,192,64,315,0,40,0,599,5
809,62,1,86,3000,468,14,1880,278,1520,0,526,1079,2708,3
810,7,1,213,1000,2570,5,174,2,489,0,1,0,8,1
811,18,1,49,4329,1509,8,0,314,4010,0,2,0,411,1
812,17,1,5,2296,207,32,638,240,1398,0,19,0,806,0
813,0,1,487,369,1066,8,144,116,253,0,0,0,87,0
814,14,1,631,10,2071,3,36,2,8,0,0,18,2,3
815,26,1,1,623,181,7,280,147,476,0,0,0,182,0
816,16,1,2,700,35,22,0,611,89,0,67,0,1359,1
817,69,1,812,200,49,171,92,29,101,0,8,0,63,0
818,282,1,56,354,22,304,0,308,23,0,195,157,467,0
819,168,1,3,6402,484,120,0,36,990,0,321,54,29,11
820,105,1,48,600,135,77,56,40,394,0,13,21,207,1
821,270,1,861,97,9,89,28,2,7,0,2,0,136,0
822,220,1,1836,24,20,54,98,2,5,0,172,82,40,0
823,22,1,2900,499,823,115,106,159,340,0,257,283,1785,14
824,810,1,116,500,1436,279,1054,17,337,0,690,340,190,51
825,49,1,12727,100,27,136,18,60,32,0,372,0,123,0
826,335,1,55,700,890,176,156,108,290,0,408,694,2032,0
827,399,1,1407,700,13266,89,396,18,682,0,317,0,842,55
828,569,1,245,700,951,196,604,10,690,0,233,0,261,0
829,85,1,2411,100,2950,44,0,15,28,0,209,0,317,0
830,474,1,404,700,616,91,0,16,418,0,263,0,65,0
831,119,0,1179,499,148,496,116,123,275,0,15,237,450,18
832,192,1,4,1000,378,213,566,32,560,0,592,661,794,22
833,26,1,173,5400,491,30,0,19,3697,0,335,711,823,11
834,0,1,1066,38,40,44,168,2,6,0,0,0,7,0
835,144,1,5,2300,2056,87,0,39,1527,0,37,88,128,39
836,839,1,56,700,625,538,1270,70,630,0,2277,0,197,0
837,257,1,344,500,1198,261,340,280,46,0,386,0,2507,0
838,35,1,7,1200,317,102,462,56,803,0,387,312,243,5
839,291,1,231,1000,653,379,498,115,487,0,324,0,1513,0
840,187,1,152,2700,1227,176,160,223,1915,0,308,88,1669,35
841,151,1,10,2767,6,157,670,18,514,0,531,2719,403,31
842,307,1,177,600,1465,81,86,85,312,0,715,695,223,0
843,19,1,75,6024,73,88,0,113,1994,0,124,192,165,59
844,205,1,28,1000,367,179,550,528,293,0,463,0,107,0
845,21,1,1,6100,48,67,0,245,4777,0,298,337,22,0
846,14,1,2,1071,249,12,0,6,443,0,49,0,754,0
847,24,1,452,400,31,16,44,18,148,0,8,225,78,0
848,265,0,300,998,330,33,334,70,486,0,1270,0,67,0
849,379,1,10,700,235,100,498,323,377,0,205,0,3893,0
850,32,1,32,2200,1836,18,0,272,1070,0,702,709,40,2
851,656,1,45,5188,49,38,1010,78,384,0,511,0,1019,60
852,27,1,4,497,1873,14,0,59,313,0,25,0,59,5
853,315,0,102,600,1259,75,3038,7,593,0,2696,0,483,0
854,597,1,42,1013,2656,378,4960,22,991,0,67,0,55,0
855,0,1,187,600,2688,20,210,18,356,0,560,0,57,0
856,65,1,18,3433,10,3,524,376,272,0,27,0,331,15
857,44,1,97,2400,199,5,0,9,1520,0,917,0,2,1
858,496,1,18,9629,574,102,0,24,1780,0,37,113,208,42
859,19,1,10,500,956,1,0,148,220,0,48,0,840,0
860,68,1,20,1000,1447,27,226,317,681,0,48,62,3754,125
861,55,1,7,7200,4416,33,0,122,4886,0,219,0,647,0
862,0,1,3,1200,41,8,0,2,988,0,4,10,62,0
863,158,1,87,1909,296,120,992,322,474,0,1079,0,579,0
864,6,1,4,596,118,5,0,19,401,0,0,16,26,2
865,9,1,2,1497,126,16,0,36,457,0,16,0,263,10
866,15,1,3,2949,286,36,0,53,1021,0,28,133,34,1
867,36,1,1,600,45,83,0,42,347,0,21,1,202,15
868,6,1,2,938,4,17,0,75,768,0,8,63,106,48
869,47,1,13,1065,182,30,106,196,649,0,1,6,347,23
870,7,1,2,2076,8,4,0,254,1814,0,79,0,238,0
871,32,1,24,876,856,13,90,874,2,0,0,0,1,0
872,0,1,1499,100,65,80,18,6,22,0,22,12,101,0
873,333,1,488,399,149,212,206,249,78,0,105,0,254,0
874,125,1,133,400,80,435,84,173,207,0,85,0,825,0
875,852,1,6,4317,173,1547,0,185,353,0,562,0,1788,79
876,25,1,6,1000,413,97,770,129,409,0,1501,0,538,0
877,214,1,169,4076,130,649,288,217,10,0,221,1530,368,89
